comp_method,detector,band,channel,condition,trial_id,erd_onset_s,ers_onset_s
morlet,thresh_sd,beta,COI-avg,right,23,,
morlet,thresh_sd,beta,COI-avg,right,24,,
morlet,thresh_sd,beta,COI-avg,right,25,,
morlet,thresh_sd,beta,COI-avg,right,26,,
morlet,thresh_sd,beta,COI-avg,right,27,,
morlet,thresh_sd,beta,COI-avg,right,28,,3.382
morlet,thresh_sd,beta,COI-avg,right,29,,
morlet,changepoint,beta,COI-avg,right,0,0.4,1.606
morlet,changepoint,beta,COI-avg,right,1,,1.68
morlet,changepoint,beta,COI-avg,right,2,0.332,1.518
morlet,changepoint,beta,COI-avg,right,3,0.308,1.722
morlet,changepoint,beta,COI-avg,right,4,0.45,1.726
morlet,changepoint,beta,COI-avg,right,5,,1.816
morlet,changepoint,beta,COI-avg,right,6,0.322,
morlet,changepoint,beta,COI-avg,right,7,2.012,2.646
morlet,changepoint,beta,COI-avg,right,8,,1.514
morlet,changepoint,beta,COI-avg,right,9,0.334,1.838
morlet,changepoint,beta,COI-avg,right,10,0.314,
morlet,changepoint,beta,COI-avg,right,11,0.314,
morlet,changepoint,beta,COI-avg,right,12,0.486,1.884
morlet,changepoint,beta,COI-avg,right,13,0.33,1.996
morlet,changepoint,beta,COI-avg,right,14,0.316,2.458
morlet,changepoint,beta,COI-avg,right,15,0.312,1.726
morlet,changepoint,beta,COI-avg,right,16,0.316,1.514
morlet,changepoint,beta,COI-avg,right,17,0.424,2.586
morlet,changepoint,beta,COI-avg,right,18,0.314,
morlet,changepoint,beta,COI-avg,right,19,0.556,
morlet,changepoint,beta,COI-avg,right,20,,1.534
morlet,changepoint,beta,COI-avg,right,21,0.322,1.506
morlet,changepoint,beta,COI-avg,right,22,0.36,
morlet,changepoint,beta,COI-avg,right,23,0.336,3.394
morlet,changepoint,beta,COI-avg,right,24,0.454,1.51
morlet,changepoint,beta,COI-avg,right,25,0.354,1.632
morlet,changepoint,beta,COI-avg,right,26,0.32,1.526
morlet,changepoint,beta,COI-avg,right,27,0.464,
morlet,changepoint,beta,COI-avg,right,28,0.324,1.508
morlet,changepoint,beta,COI-avg,right,29,0.34,
morlet,halfpeak,beta,COI-avg,right,0,0.402,2.128
morlet,halfpeak,beta,COI-avg,right,1,1.088,1.64
morlet,halfpeak,beta,COI-avg,right,2,0.326,1.586
morlet,halfpeak,beta,COI-avg,right,3,0.3,1.718
morlet,halfpeak,beta,COI-avg,right,4,0.426,2.194
morlet,halfpeak,beta,COI-avg,right,5,1.586,1.99
morlet,halfpeak,beta,COI-avg,right,6,0.346,2.55
morlet,halfpeak,beta,COI-avg,right,7,0.71,2.542
morlet,halfpeak,beta,COI-avg,right,8,0.444,2.006
morlet,halfpeak,beta,COI-avg,right,9,0.322,2.434
morlet,halfpeak,beta,COI-avg,right,10,0.3,3.78
morlet,halfpeak,beta,COI-avg,right,11,0.3,2.74
morlet,halfpeak,beta,COI-avg,right,12,0.472,1.794
morlet,halfpeak,beta,COI-avg,right,13,0.696,1.964
morlet,halfpeak,beta,COI-avg,right,14,0.3,2.216
morlet,halfpeak,beta,COI-avg,right,15,0.3,2.058
morlet,halfpeak,beta,COI-avg,right,16,0.326,1.5
morlet,halfpeak,beta,COI-avg,right,17,0.4,2.5
morlet,halfpeak,beta,COI-avg,right,18,0.3,3.096
morlet,halfpeak,beta,COI-avg,right,19,0.55,2.2
morlet,halfpeak,beta,COI-avg,right,20,0.508,1.644
morlet,halfpeak,beta,COI-avg,right,21,0.354,1.804
morlet,halfpeak,beta,COI-avg,right,22,0.406,1.974
morlet,halfpeak,beta,COI-avg,right,23,0.564,2.752
morlet,halfpeak,beta,COI-avg,right,24,0.402,2.376
morlet,halfpeak,beta,COI-avg,right,25,0.664,1.666
morlet,halfpeak,beta,COI-avg,right,26,0.3,1.582
morlet,halfpeak,beta,COI-avg,right,27,0.656,3.4
morlet,halfpeak,beta,COI-avg,right,28,0.3,3.342
morlet,halfpeak,beta,COI-avg,right,29,0.346,2.37
multitaper,thresh_sd,mu,COI-avg,right,0,1.982,
multitaper,thresh_sd,mu,COI-avg,right,1,,
multitaper,thresh_sd,mu,COI-avg,right,2,,
multitaper,thresh_sd,mu,COI-avg,right,3,2.368,2.796
multitaper,thresh_sd,mu,COI-avg,right,4,,2.946
multitaper,thresh_sd,mu,COI-avg,right,5,,2.168
multitaper,thresh_sd,mu,COI-avg,right,6,,
multitaper,thresh_sd,mu,COI-avg,right,7,,2.412
multitaper,thresh_sd,mu,COI-avg,right,8,,1.934
multitaper,thresh_sd,mu,COI-avg,right,9,,2.288
multitaper,thresh_sd,mu,COI-avg,right,10,,
multitaper,thresh_sd,mu,COI-avg,right,11,,2.244
multitaper,thresh_sd,mu,COI-avg,right,12,,1.528
multitaper,thresh_sd,mu,COI-avg,right,13,,
multitaper,thresh_sd,mu,COI-avg,right,14,,2.17
multitaper,thresh_sd,mu,COI-avg,right,15,,1.996
multitaper,thresh_sd,mu,COI-avg,right,16,,
multitaper,thresh_sd,mu,COI-avg,right,17,,
multitaper,thresh_sd,mu,COI-avg,right,18,,3.39
multitaper,thresh_sd,mu,COI-avg,right,19,,3.618
multitaper,thresh_sd,mu,COI-avg,right,20,,4.468
multitaper,thresh_sd,mu,COI-avg,right,21,,3.748
multitaper,thresh_sd,mu,COI-avg,right,22,,
multitaper,thresh_sd,mu,COI-avg,right,23,,3.324
multitaper,thresh_sd,mu,COI-avg,right,24,,2.212
multitaper,thresh_sd,mu,COI-avg,right,25,,
multitaper,thresh_sd,mu,COI-avg,right,26,,1.508
multitaper,thresh_sd,mu,COI-avg,right,27,,
multitaper,thresh_sd,mu,COI-avg,right,28,,1.5
multitaper,thresh_sd,mu,COI-avg,right,29,,
multitaper,changepoint,mu,COI-avg,right,0,0.308,
multitaper,changepoint,mu,COI-avg,right,1,,1.57
multitaper,changepoint,mu,COI-avg,right,2,0.444,1.84
multitaper,changepoint,mu,COI-avg,right,3,0.322,1.516
multitaper,changepoint,mu,COI-avg,right,4,,1.642
multitaper,changepoint,mu,COI-avg,right,5,,1.968
multitaper,changepoint,mu,COI-avg,right,6,0.306,
multitaper,changepoint,mu,COI-avg,right,7,0.32,2.548
multitaper,changepoint,mu,COI-avg,right,8,,1.504
multitaper,changepoint,mu,COI-avg,right,9,,1.504
multitaper,changepoint,mu,COI-avg,right,10,0.308,
multitaper,changepoint,mu,COI-avg,right,11,,1.508
multitaper,changepoint,mu,COI-avg,right,12,,1.504
multitaper,changepoint,mu,COI-avg,right,13,0.31,
multitaper,changepoint,mu,COI-avg,right,14,,1.542
multitaper,changepoint,mu,COI-avg,right,15,,1.504
multitaper,changepoint,mu,COI-avg,right,16,0.414,
multitaper,changepoint,mu,COI-avg,right,17,0.312,
multitaper,changepoint,mu,COI-avg,right,18,,2.024
multitaper,changepoint,mu,COI-avg,right,19,,1.506
multitaper,changepoint,mu,COI-avg,right,20,,1.508
multitaper,changepoint,mu,COI-avg,right,21,0.306,1.938
multitaper,changepoint,mu,COI-avg,right,22,0.31,1.512
multitaper,changepoint,mu,COI-avg,right,23,,1.504
multitaper,changepoint,mu,COI-avg,right,24,,1.506
multitaper,changepoint,mu,COI-avg,right,25,0.322,1.946
multitaper,changepoint,mu,COI-avg,right,26,,1.504
multitaper,changepoint,mu,COI-avg,right,27,0.334,
multitaper,changepoint,mu,COI-avg,right,28,0.334,1.504
multitaper,changepoint,mu,COI-avg,right,29,0.308,
multitaper,halfpeak,mu,COI-avg,right,0,1.188,3.986
multitaper,halfpeak,mu,COI-avg,right,1,1.244,2.278
multitaper,halfpeak,mu,COI-avg,right,2,1.302,1.768
multitaper,halfpeak,mu,COI-avg,right,3,0.384,2.788
multitaper,halfpeak,mu,COI-avg,right,4,1.432,2.976
multitaper,halfpeak,mu,COI-avg,right,5,1.514,2.228
multitaper,halfpeak,mu,COI-avg,right,6,0.3,2.302
multitaper,halfpeak,mu,COI-avg,right,7,0.312,2.444
multitaper,halfpeak,mu,COI-avg,right,8,,1.95
multitaper,halfpeak,mu,COI-avg,right,9,1.7,2.42
multitaper,halfpeak,mu,COI-avg,right,10,0.3,
multitaper,halfpeak,mu,COI-avg,right,11,0.67,2.31
multitaper,halfpeak,mu,COI-avg,right,12,1.09,1.554
multitaper,halfpeak,mu,COI-avg,right,13,0.3,1.968
multitaper,halfpeak,mu,COI-avg,right,14,1.784,2.194
multitaper,halfpeak,mu,COI-avg,right,15,2.466,2.07
multitaper,halfpeak,mu,COI-avg,right,16,0.44,3.558
multitaper,halfpeak,mu,COI-avg,right,17,0.3,4.462
multitaper,halfpeak,mu,COI-avg,right,18,1.432,3.378
multitaper,halfpeak,mu,COI-avg,right,19,,1.5
multitaper,halfpeak,mu,COI-avg,right,20,1.314,1.53
multitaper,halfpeak,mu,COI-avg,right,21,0.3,3.74
multitaper,halfpeak,mu,COI-avg,right,22,0.3,1.5
multitaper,halfpeak,mu,COI-avg,right,23,2.388,1.5
multitaper,halfpeak,mu,COI-avg,right,24,1.842,3.018
multitaper,halfpeak,mu,COI-avg,right,25,0.638,1.828
multitaper,halfpeak,mu,COI-avg,right,26,0.736,1.542
multitaper,halfpeak,mu,COI-avg,right,27,1.476,3.296
multitaper,halfpeak,mu,COI-avg,right,28,0.458,3.292
multitaper,halfpeak,mu,COI-avg,right,29,0.3,3.702
multitaper,thresh_sd,beta,COI-avg,right,0,,
multitaper,thresh_sd,beta,COI-avg,right,1,1.248,
multitaper,thresh_sd,beta,COI-avg,right,2,,1.5
multitaper,thresh_sd,beta,COI-avg,right,3,2.128,1.596
multitaper,thresh_sd,beta,COI-avg,right,4,,2.842
multitaper,thresh_sd,beta,COI-avg,right,5,,
multitaper,thresh_sd,beta,COI-avg,right,6,,
multitaper,thresh_sd,beta,COI-avg,right,7,,2.422
multitaper,thresh_sd,beta,COI-avg,right,8,,1.782
multitaper,thresh_sd,beta,COI-avg,right,9,,4.698
multitaper,thresh_sd,beta,COI-avg,right,10,,
multitaper,thresh_sd,beta,COI-avg,right,11,,
multitaper,thresh_sd,beta,COI-avg,right,12,,
multitaper,thresh_sd,beta,COI-avg,right,13,,1.902
multitaper,thresh_sd,beta,COI-avg,right,14,,
multitaper,thresh_sd,beta,COI-avg,right,15,,3.218
multitaper,thresh_sd,beta,COI-avg,right,16,2.34,
multitaper,thresh_sd,beta,COI-avg,right,17,,2.446
multitaper,thresh_sd,beta,COI-avg,right,18,,
multitaper,thresh_sd,beta,COI-avg,right,19,,
multitaper,thresh_sd,beta,COI-avg,right,20,,1.5
multitaper,thresh_sd,beta,COI-avg,right,21,,3.758
multitaper,thresh_sd,beta,COI-avg,right,22,,
multitaper,thresh_sd,beta,COI-avg,right,23,,3.234
multitaper,thresh_sd,beta,COI-avg,right,24,,2.266
multitaper,thresh_sd,beta,COI-avg,right,25,,1.626
multitaper,thresh_sd,beta,COI-avg,right,26,,
multitaper,thresh_sd,beta,COI-avg,right,27,,
multitaper,thresh_sd,beta,COI-avg,right,28,,3.246
multitaper,thresh_sd,beta,COI-avg,right,29,,
multitaper,changepoint,beta,COI-avg,right,0,0.318,
multitaper,changepoint,beta,COI-avg,right,1,,1.656
multitaper,changepoint,beta,COI-avg,right,2,0.418,1.502
multitaper,changepoint,beta,COI-avg,right,3,0.306,1.532
multitaper,changepoint,beta,COI-avg,right,4,0.54,2.236
multitaper,changepoint,beta,COI-avg,right,5,,1.824
multitaper,changepoint,beta,COI-avg,right,6,0.312,
multitaper,changepoint,beta,COI-avg,right,7,2.12,2.646
multitaper,changepoint,beta,COI-avg,right,8,,1.506
multitaper,changepoint,beta,COI-avg,right,9,,1.708
multitaper,changepoint,beta,COI-avg,right,10,0.308,
multitaper,changepoint,beta,COI-avg,right,11,0.308,
multitaper,changepoint,beta,COI-avg,right,12,0.61,1.806
multitaper,changepoint,beta,COI-avg,right,13,0.374,1.938
multitaper,changepoint,beta,COI-avg,right,14,0.304,2.3
multitaper,changepoint,beta,COI-avg,right,15,0.308,1.892
multitaper,changepoint,beta,COI-avg,right,16,0.308,1.504
multitaper,changepoint,beta,COI-avg,right,17,0.312,2.596
multitaper,changepoint,beta,COI-avg,right,18,0.306,
multitaper,changepoint,beta,COI-avg,right,19,0.432,
multitaper,changepoint,beta,COI-avg,right,20,,1.502
multitaper,changepoint,beta,COI-avg,right,21,0.31,1.504
multitaper,changepoint,beta,COI-avg,right,22,0.328,
multitaper,changepoint,beta,COI-avg,right,23,0.37,1.51
multitaper,changepoint,beta,COI-avg,right,24,0.33,1.516
multitaper,changepoint,beta,COI-avg,right,25,0.318,1.528
multitaper,changepoint,beta,COI-avg,right,26,0.308,1.512
multitaper,changepoint,beta,COI-avg,right,27,0.31,
multitaper,changepoint,beta,COI-avg,right,28,0.314,1.504
multitaper,changepoint,beta,COI-avg,right,29,0.314,
multitaper,halfpeak,beta,COI-avg,right,0,0.3,3.11
multitaper,halfpeak,beta,COI-avg,right,1,1.184,1.638
multitaper,halfpeak,beta,COI-avg,right,2,0.38,1.506
multitaper,halfpeak,beta,COI-avg,right,3,0.3,1.592
multitaper,halfpeak,beta,COI-avg,right,4,0.534,2.808
multitaper,halfpeak,beta,COI-avg,right,5,1.42,1.864
multitaper,halfpeak,beta,COI-avg,right,6,0.3,2.49
multitaper,halfpeak,beta,COI-avg,right,7,1.248,2.404
multitaper,halfpeak,beta,COI-avg,right,8,,1.816
multitaper,halfpeak,beta,COI-avg,right,9,1.444,1.882
multitaper,halfpeak,beta,COI-avg,right,10,0.3,3.928
multitaper,halfpeak,beta,COI-avg,right,11,0.3,3.432
multitaper,halfpeak,beta,COI-avg,right,12,0.484,1.786
multitaper,halfpeak,beta,COI-avg,right,13,0.686,1.854
multitaper,halfpeak,beta,COI-avg,right,14,0.3,2.198
multitaper,halfpeak,beta,COI-avg,right,15,0.3,3.204
multitaper,halfpeak,beta,COI-avg,right,16,0.38,1.5
multitaper,halfpeak,beta,COI-avg,right,17,0.342,2.474
multitaper,halfpeak,beta,COI-avg,right,18,0.3,3.67
multitaper,halfpeak,beta,COI-avg,right,19,0.618,2.66
multitaper,halfpeak,beta,COI-avg,right,20,,1.528
multitaper,halfpeak,beta,COI-avg,right,21,0.3,1.5
multitaper,halfpeak,beta,COI-avg,right,22,0.542,4.898
multitaper,halfpeak,beta,COI-avg,right,23,1.078,3.242
multitaper,halfpeak,beta,COI-avg,right,24,0.316,1.706
multitaper,halfpeak,beta,COI-avg,right,25,0.532,1.638
multitaper,halfpeak,beta,COI-avg,right,26,0.3,1.562
multitaper,halfpeak,beta,COI-avg,right,27,0.3,
multitaper,halfpeak,beta,COI-avg,right,28,0.3,3.284
multitaper,halfpeak,beta,COI-avg,right,29,0.392,
stft,thresh_sd,mu,COI-avg,right,0,,
stft,thresh_sd,mu,COI-avg,right,1,,
stft,thresh_sd,mu,COI-avg,right,2,,
stft,thresh_sd,mu,COI-avg,right,3,,
stft,thresh_sd,mu,COI-avg,right,4,,
stft,thresh_sd,mu,COI-avg,right,5,,
stft,thresh_sd,mu,COI-avg,right,6,,
stft,thresh_sd,mu,COI-avg,right,7,,
stft,thresh_sd,mu,COI-avg,right,8,,
stft,thresh_sd,mu,COI-avg,right,9,,
stft,thresh_sd,mu,COI-avg,right,10,,
stft,thresh_sd,mu,COI-avg,right,11,,
stft,thresh_sd,mu,COI-avg,right,12,,
stft,thresh_sd,mu,COI-avg,right,13,,
stft,thresh_sd,mu,COI-avg,right,14,,
stft,thresh_sd,mu,COI-avg,right,15,,
stft,thresh_sd,mu,COI-avg,right,16,,
stft,thresh_sd,mu,COI-avg,right,17,,
stft,thresh_sd,mu,COI-avg,right,18,,
stft,thresh_sd,mu,COI-avg,right,19,,
stft,thresh_sd,mu,COI-avg,right,20,,
stft,thresh_sd,mu,COI-avg,right,21,,
stft,thresh_sd,mu,COI-avg,right,22,,
stft,thresh_sd,mu,COI-avg,right,23,,
stft,thresh_sd,mu,COI-avg,right,24,,
stft,thresh_sd,mu,COI-avg,right,25,,
stft,thresh_sd,mu,COI-avg,right,26,,
stft,thresh_sd,mu,COI-avg,right,27,,
stft,thresh_sd,mu,COI-avg,right,28,,
stft,thresh_sd,mu,COI-avg,right,29,,
stft,changepoint,mu,COI-avg,right,0,0.322,
stft,changepoint,mu,COI-avg,right,1,0.322,
stft,changepoint,mu,COI-avg,right,2,0.32,
stft,changepoint,mu,COI-avg,right,3,0.32,
stft,changepoint,mu,COI-avg,right,4,0.322,
stft,changepoint,mu,COI-avg,right,5,0.322,
stft,changepoint,mu,COI-avg,right,6,0.32,
stft,changepoint,mu,COI-avg,right,7,0.32,
stft,changepoint,mu,COI-avg,right,8,0.322,
stft,changepoint,mu,COI-avg,right,9,0.322,
stft,changepoint,mu,COI-avg,right,10,0.322,
stft,changepoint,mu,COI-avg,right,11,0.322,
stft,changepoint,mu,COI-avg,right,12,0.322,
stft,changepoint,mu,COI-avg,right,13,0.322,
stft,changepoint,mu,COI-avg,right,14,0.322,
stft,changepoint,mu,COI-avg,right,15,0.32,
stft,changepoint,mu,COI-avg,right,16,0.322,
stft,changepoint,mu,COI-avg,right,17,0.32,
stft,changepoint,mu,COI-avg,right,18,0.322,
stft,changepoint,mu,COI-avg,right,19,0.322,
stft,changepoint,mu,COI-avg,right,20,0.322,
stft,changepoint,mu,COI-avg,right,21,0.32,
stft,changepoint,mu,COI-avg,right,22,0.32,
stft,changepoint,mu,COI-avg,right,23,0.322,
stft,changepoint,mu,COI-avg,right,24,0.32,
stft,changepoint,mu,COI-avg,right,25,0.32,
stft,changepoint,mu,COI-avg,right,26,0.32,
stft,changepoint,mu,COI-avg,right,27,0.322,
stft,changepoint,mu,COI-avg,right,28,0.32,
stft,changepoint,mu,COI-avg,right,29,0.322,
stft,halfpeak,mu,COI-avg,right,0,0.3,
stft,halfpeak,mu,COI-avg,right,1,0.3,
stft,halfpeak,mu,COI-avg,right,2,0.3,
stft,halfpeak,mu,COI-avg,right,3,0.3,
stft,halfpeak,mu,COI-avg,right,4,0.3,
stft,halfpeak,mu,COI-avg,right,5,0.3,
stft,halfpeak,mu,COI-avg,right,6,0.3,
stft,halfpeak,mu,COI-avg,right,7,0.3,
stft,halfpeak,mu,COI-avg,right,8,0.3,
stft,halfpeak,mu,COI-avg,right,9,0.3,
stft,halfpeak,mu,COI-avg,right,10,0.3,
stft,halfpeak,mu,COI-avg,right,11,0.3,
stft,halfpeak,mu,COI-avg,right,12,0.3,
stft,halfpeak,mu,COI-avg,right,13,0.3,
stft,halfpeak,mu,COI-avg,right,14,0.3,
stft,halfpeak,mu,COI-avg,right,15,0.3,
stft,halfpeak,mu,COI-avg,right,16,0.3,
stft,halfpeak,mu,COI-avg,right,17,0.3,
stft,halfpeak,mu,COI-avg,right,18,0.3,
stft,halfpeak,mu,COI-avg,right,19,0.3,
stft,halfpeak,mu,COI-avg,right,20,0.3,
stft,halfpeak,mu,COI-avg,right,21,0.3,
stft,halfpeak,mu,COI-avg,right,22,0.3,
stft,halfpeak,mu,COI-avg,right,23,0.3,
stft,halfpeak,mu,COI-avg,right,24,0.3,
stft,halfpeak,mu,COI-avg,right,25,0.3,
stft,halfpeak,mu,COI-avg,right,26,0.3,
stft,halfpeak,mu,COI-avg,right,27,0.3,
stft,halfpeak,mu,COI-avg,right,28,0.3,
stft,halfpeak,mu,COI-avg,right,29,0.3,
stft,thresh_sd,beta,COI-avg,right,0,,
stft,thresh_sd,beta,COI-avg,right,1,,
stft,thresh_sd,beta,COI-avg,right,2,,
stft,thresh_sd,beta,COI-avg,right,3,,
stft,thresh_sd,beta,COI-avg,right,4,,
stft,thresh_sd,beta,COI-avg,right,5,,
stft,thresh_sd,beta,COI-avg,right,6,,
stft,thresh_sd,beta,COI-avg,right,7,,
stft,thresh_sd,beta,COI-avg,right,8,,
stft,thresh_sd,beta,COI-avg,right,9,,
stft,thresh_sd,beta,COI-avg,right,10,,
stft,thresh_sd,beta,COI-avg,right,11,,
stft,thresh_sd,beta,COI-avg,right,12,,
stft,thresh_sd,beta,COI-avg,right,13,,
stft,thresh_sd,beta,COI-avg,right,14,,
stft,thresh_sd,beta,COI-avg,right,15,,
stft,thresh_sd,beta,COI-avg,right,16,,
stft,thresh_sd,beta,COI-avg,right,17,,
stft,thresh_sd,beta,COI-avg,right,18,,
stft,thresh_sd,beta,COI-avg,right,19,,
stft,thresh_sd,beta,COI-avg,right,20,,
stft,thresh_sd,beta,COI-avg,right,21,,
stft,thresh_sd,beta,COI-avg,right,22,,
stft,thresh_sd,beta,COI-avg,right,23,,
stft,thresh_sd,beta,COI-avg,right,24,,
stft,thresh_sd,beta,COI-avg,right,25,,
stft,thresh_sd,beta,COI-avg,right,26,,
stft,thresh_sd,beta,COI-avg,right,27,,
stft,thresh_sd,beta,COI-avg,right,28,,
stft,thresh_sd,beta,COI-avg,right,29,,
stft,changepoint,beta,COI-avg,right,0,0.32,
stft,changepoint,beta,COI-avg,right,1,0.32,
stft,changepoint,beta,COI-avg,right,2,0.32,
stft,changepoint,beta,COI-avg,right,3,0.32,
stft,changepoint,beta,COI-avg,right,4,0.32,
stft,changepoint,beta,COI-avg,right,5,0.32,
stft,changepoint,beta,COI-avg,right,6,0.32,
stft,changepoint,beta,COI-avg,right,7,0.32,
stft,changepoint,beta,COI-avg,right,8,0.32,
stft,changepoint,beta,COI-avg,right,9,0.32,
stft,changepoint,beta,COI-avg,right,10,0.32,
stft,changepoint,beta,COI-avg,right,11,0.32,
stft,changepoint,beta,COI-avg,right,12,0.32,
stft,changepoint,beta,COI-avg,right,13,0.32,
stft,changepoint,beta,COI-avg,right,14,0.32,
stft,changepoint,beta,COI-avg,right,15,0.32,
stft,changepoint,beta,COI-avg,right,16,0.32,
stft,changepoint,beta,COI-avg,right,17,0.32,
stft,changepoint,beta,COI-avg,right,18,0.32,
stft,changepoint,beta,COI-avg,right,19,0.32,
stft,changepoint,beta,COI-avg,right,20,0.32,
stft,changepoint,beta,COI-avg,right,21,0.32,
stft,changepoint,beta,COI-avg,right,22,0.32,
stft,changepoint,beta,COI-avg,right,23,0.32,
stft,changepoint,beta,COI-avg,right,24,0.32,
stft,changepoint,beta,COI-avg,right,25,0.32,
stft,changepoint,beta,COI-avg,right,26,0.32,
stft,changepoint,beta,COI-avg,right,27,0.32,
stft,changepoint,beta,COI-avg,right,28,0.32,
stft,changepoint,beta,COI-avg,right,29,0.32,
stft,halfpeak,beta,COI-avg,right,0,0.3,
stft,halfpeak,beta,COI-avg,right,1,0.3,
stft,halfpeak,beta,COI-avg,right,2,0.3,
stft,halfpeak,beta,COI-avg,right,3,0.3,
stft,halfpeak,beta,COI-avg,right,4,0.3,
stft,halfpeak,beta,COI-avg,right,5,0.3,
stft,halfpeak,beta,COI-avg,right,6,0.3,
stft,halfpeak,beta,COI-avg,right,7,0.3,
stft,halfpeak,beta,COI-avg,right,8,0.3,
stft,halfpeak,beta,COI-avg,right,9,0.3,
stft,halfpeak,beta,COI-avg,right,10,0.3,
stft,halfpeak,beta,COI-avg,right,11,0.3,
stft,halfpeak,beta,COI-avg,right,12,0.3,
stft,halfpeak,beta,COI-avg,right,13,0.3,
stft,halfpeak,beta,COI-avg,right,14,0.3,
stft,halfpeak,beta,COI-avg,right,15,0.3,
stft,halfpeak,beta,COI-avg,right,16,0.3,
stft,halfpeak,beta,COI-avg,right,17,0.3,
stft,halfpeak,beta,COI-avg,right,18,0.3,
stft,halfpeak,beta,COI-avg,right,19,0.3,
stft,halfpeak,beta,COI-avg,right,20,0.3,
stft,halfpeak,beta,COI-avg,right,21,0.3,
stft,halfpeak,beta,COI-avg,right,22,0.3,
stft,halfpeak,beta,COI-avg,right,23,0.3,
stft,halfpeak,beta,COI-avg,right,24,0.3,
stft,halfpeak,beta,COI-avg,right,25,0.3,
stft,halfpeak,beta,COI-avg,right,26,0.3,
stft,halfpeak,beta,COI-avg,right,27,0.3,
stft,halfpeak,beta,COI-avg,right,28,0.3,
stft,halfpeak,beta,COI-avg,right,29,0.3,
